Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0K9tfzrxJyCQIf7oAlPwaK,"YA YA","COWBOY CARTER","Beyoncé",2024-03-29,274766,66,true,15ap198hsn5e4balkq3gqjv3t,2025-08-07T10:48:03Z,"","Parkwood Entertainment/Columbia",0.617,0.904,11,-5.371,1,0.341,0.317,0,0.507,0.764,151.926,4
spotify:track:4sLvxpKLvagQ4lZHUpymza,"Big Poe (feat. Sk8brd)","DON'T TAP THE GLASS","Tyler, The Creator;Pharrell Williams",2025-07-21,182401,80,true,bob_varney,2025-08-07T12:57:36Z,"","Columbia",0.711,0.71,9,-4.612,1,0.297,0.117,0,0.0875,0.567,109.975,4
spotify:track:0sMra9TqwOskuvn4eR11n3,"Тоска","Этажи","Molchat Doma",2018-09-07,189003,64,false,3172n4ykfida5xhdvoynxxppdkoa,2025-08-07T13:52:19Z,"post-punk,darkwave,cold wave,rock gotico","Sacred Bones Records",0.386,0.583,9,-5.216,1,0.0374,0.235,0.896,0.112,0.372,159.939,4
spotify:track:2kNwTLUVbnNkBKaQw0apx0,"I Can't Breathe","Worlds Collide","Dead by April",2017-04-07,241853,46,false,316ds5hibyn3gvdiaeoukbfd7one,2025-08-07T18:49:57Z,"metalcore","Universal Music AB",0.477,0.9,1,-5.204,0,0.0927,0.000834,0.0111,0.121,0.486,97.457,4
spotify:track:2nQeWDP8OA9vFqiCfghot2,"Welcome To My Island - George Daniel & Charli XCX Remix","Welcome To My Island (George Daniel & Charli XCX Remix)","Caroline Polachek;Charli xcx;George Daniel",2023-01-19,202494,53,true,velvetvals,2025-08-09T11:20:42Z,"art pop,hyperpop","Perpetual Novice",0.717,0.712,9,-6.265,0,0.0655,0.0104,0.00154,0.177,0.505,134.378,4
spotify:track:6ONyZXRIEiZWWnAA1F5YvH,"NEVER ENOUGH","NEVER ENOUGH","Turnstile",2025-04-08,287159,53,false,mralecolo,2025-08-07T11:29:11Z,"hardcore punk,hardcore","Roadrunner Records",0.186,0.625,2,-6.64,1,0.0392,0.0813,0.299,0.0929,0.0352,153.719,4
spotify:track:7ghmZhLpmQe9nTluI1czmr,"Say It","Skin","Flume;Tove Lo",2016-05-27,262521,50,true,3172n4ykfida5xhdvoynxxppdkoa,2025-08-07T13:52:22Z,"future bass","Transgressive",0.587,0.532,3,-6.834,0,0.0324,0.0684,0.00000366,0.0618,0.265,75.059,4
spotify:track:0lNhWQBiA483reJSVovSWF,"Raise Your Banner","Resist (Extended Deluxe)","Within Temptation;Anders Friden",2019-02-01,334360,45,false,316ds5hibyn3gvdiaeoukbfd7one,2025-08-07T18:52:53Z,"metal sinfonico,gothic metal,rock gotico,power metal,metal","Vertigo Berlin",0.383,0.889,1,-6.784,1,0.0986,0.000269,0.000491,0.104,0.322,173.983,3
spotify:track:77vCn7iUHH8KAOqdOe1XjY,"I'm Outta Love","Not That Kind","Anastacia",2000-05-01,242960,57,false,velvetvals,2025-08-10T18:24:13Z,"","Epic",0.759,0.712,10,-5.859,0,0.053,0.365,0,0.0989,0.652,119.439,4
spotify:track:53jnnqFSRGMDB9ADrNriCA,"Bloody Mary","Born This Way (International Special Edition Version)","Lady Gaga",2011-05-23,244760,76,false,15ap198hsn5e4balkq3gqjv3t,2025-08-07T10:48:12Z,"art pop,pop","Interscope",0.591,0.634,9,-6.365,0,0.0291,0.0107,0.00000195,0.113,0.44,99.998,4
spotify:track:7ddHGUPt5bOpVFAtX6TJN8,"Dang","Dang","Caroline Polachek",2023-10-17,164514,36,false,mralecolo,2025-08-07T11:29:33Z,"art pop","Perpetual Novice",0.817,0.375,1,-7.011,1,0.0592,0.012,0.118,0.41,0.531,134.998,4
spotify:track:66KEZm6v9PjGq477fD0r5i,"Idols Pt. I","Idols","YUNGBLUD",2025-06-20,215477,58,false,bob_varney,2025-08-07T13:03:35Z,"","Locomotion Recordings/Capitol Records",0.482,0.817,11,-3.505,1,0.0475,0.00112,0.000152,0.39,0.182,118,4
spotify:track:11Ojp7JniVvwd0gmgvyKkd,"Wrong Side of Heaven","The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 1","Five Finger Death Punch",2013-07-26,271000,66,true,316ds5hibyn3gvdiaeoukbfd7one,2025-08-07T18:53:30Z,"metal,groove metal,heavy metal,hard rock,rock","Eleven Seven",0.481,0.932,4,-4.592,0,0.083,0.00721,0,0.337,0.543,149.992,4
spotify:track:2xaaJcmvMOmpDbTwlWnjFh,"Alter Ego (with JT)","Alter Ego (with JT)","Doechii;JT",2024-03-29,204094,74,true,velvetvals,2025-08-10T20:23:15Z,"","Top Dawg Entertainment/Capitol Records",0.841,0.725,11,-5.314,0,0.0624,0.00821,0.00000215,0.519,0.731,127.047,4
spotify:track:1WmBVbFmLt0w6zPP37TeCG,"Illegal","Fancy That","PinkPantheress",2025-05-09,149666,84,false,mralecolo,2025-08-07T11:30:05Z,"bedroom pop","Warner Records",0.624,0.89,0,-5.209,0,0.0476,0.0684,0.00149,0.187,0.518,141.47,4
spotify:track:6FCfj69zzQHnrx4fTukhfo,"Bulls on Parade - triple j Like A Version","Bulls on Parade (triple j Like A Version)","Denzel Curry",2019-03-15,269485,46,true,bob_varney,2025-08-07T13:04:00Z,"","triple j",0.364,0.917,5,-7.96,1,0.18,0.000486,0.0000252,0.107,0.706,87.955,4
spotify:track:32fSZSbxeVoiZShMQKLc6Z,"My Kink Is Karma","The Rise and Fall of a Midwest Princess","Chappell Roan",2023-09-22,222578,69,false,15ap198hsn5e4balkq3gqjv3t,2025-08-07T10:48:29Z,"","Chappell Roan PS/ Island",0.555,0.599,2,-5.695,1,0.052,0.00925,0,0.102,0.415,86.727,4
spotify:track:4lQsB3ERTWSNaAN1IkuNRl,"DDU-DU DDU-DU","SQUARE UP","BLACKPINK",2018-06-15,211350,74,false,3172n4ykfida5xhdvoynxxppdkoa,2025-08-07T13:52:36Z,"k-pop","2018 YG Entertainment, distributed through Interscope Records",0.668,0.828,4,-5.034,0,0.0739,0.036,0,0.0932,0.393,140.042,4
spotify:track:7rl7ao5pb9BhvAzPdWStxi,"Telephone","The Fame Monster (Deluxe Edition)","Lady Gaga;Beyoncé",2009-08-05,220626,78,false,velvetvals,2025-08-10T20:17:59Z,"art pop,pop","Interscope",0.825,0.832,5,-5.862,0,0.0403,0.00587,0.000733,0.114,0.713,122.021,4
spotify:track:12qq70vp6hMUikpAyeyDPc,"Rush (feat. PinkPantheress & Hyunjin of Stray Kids)","Rush (feat. PinkPantheress & Hyunjin of Stray Kids)","Troye Sivan;PinkPantheress;Hyunjin",2023-08-31,172151,61,false,mralecolo,2025-08-12T09:59:54Z,"bedroom pop","EMI Recorded Music Australia Pty Ltd",0.73,0.851,5,-7.593,0,0.0758,0.00401,0.0000383,0.0973,0.377,126.043,4
spotify:track:59NraMJsLaMCVtwXTSia8i,"Prada","Prada","cassö;RAYE;D-Block Europe",2023-08-11,132359,79,true,316ds5hibyn3gvdiaeoukbfd7one,2025-08-07T18:53:54Z,"hypertechno,grime","Ministry of Sound Recordings",0.638,0.717,8,-5.804,1,0.0375,0.001,0.00000179,0.113,0.422,141.904,4
spotify:track:7KokYm8cMIXCsGVmUvKtqf,"Karma","Midnights","Taylor Swift",2022-10-21,204852,76,true,15ap198hsn5e4balkq3gqjv3t,2025-08-07T10:48:56Z,"","Taylor Swift",0.64,0.619,8,-7.108,1,0.065,0.062,0,0.475,0.121,90.008,4
spotify:track:3zmgltDHP75R25PnBgGseG,"In the Shadows","To Cross or To Burn","Venamoris;Dave Lombardo",2025-02-28,232093,6,false,bob_varney,2025-08-07T13:18:46Z,"rock progressivo,thrash metal,synthwave","Ipecac Recordings",0.58,0.67,0,-10.249,1,0.035,0.666,0.198,0.0971,0.428,129.993,4
spotify:track:4lUAlhQOVzhitQKjxrHVny,"SHYNE","JACKBOYS 2","Travis Scott;GloRilla",2025-07-13,193183,72,true,3172n4ykfida5xhdvoynxxppdkoa,2025-08-07T13:54:36Z,"rap","Cactus Jack / Epic",0.717,0.77,0,-5.45,1,0.174,0.0456,0,0.427,0.474,148.039,4
spotify:track:2fAvNWGDFwcE1DbOVtsBcx,"Festa da Carne","Acelero","Crizin da Z.O.",2024-01-18,177626,14,false,bob_varney,2025-08-07T13:09:38Z,"experimental hip hop,miami bass","QTV",0.802,0.884,2,-4.061,1,0.148,0.0211,0,0.0889,0.854,130.026,4
spotify:track:5IhtaTempjlVlPmSgI0FQS,"Storytime","Imaginaerum","Nightwish",2011-12-02,322280,58,false,316ds5hibyn3gvdiaeoukbfd7one,2025-08-07T18:55:59Z,"metal sinfonico,gothic metal,power metal,metal,folk metal,rock gotico","Nuclear Blast",0.465,0.971,5,-3.466,0,0.0749,0.00366,0.00375,0.326,0.483,156.171,4
spotify:track:0IsIY8pfu1yaGkPUD7pkDx,"Guess featuring billie eilish","Brat and it’s completely different but also still brat","Charli xcx;Billie Eilish",2024-10-11,143330,80,false,mralecolo,2025-08-07T11:32:02Z,"hyperpop,art pop","Atlantic Records",0.78,0.713,0,-4.493,1,0.0888,0.0167,0.206,0.144,0.615,130.034,4
spotify:track:4t0UsYzmmmZRMTWn77jiGF,"Show Me Love","Show Me Love","Robin S",1993-06-15,252106,72,false,3172n4ykfida5xhdvoynxxppdkoa,2025-08-07T13:55:09Z,"eurodance","Atlantic Records",0.811,0.833,5,-4.259,1,0.153,0.014,0.0000206,0.0769,0.567,120.258,4
